ticket_id,event_type,timestamp,team,category,agent
TKT-1323,ticket_opened,2024-02-14 09:40:54.229225,Team A,Account,Elizabeth Brewer
TKT-1216,resolution_confirmed,2024-02-14 09:42:55.483382,Team B,Returns,Tracy Ortega
TKT-1201,first_response,2024-02-14 10:00:43.219336,Team D,Account,Alex Harris
TKT-1150,ticket_resolved,2024-02-14 10:19:52.576844,Team A,Shipping,Amanda Joseph
TKT-1323,first_response,2024-02-14 11:06:11.221101,Team A,Account,Elizabeth Brewer
TKT-1189,first_response,2024-02-14 11:07:26.692648,Team C,Billing,Michael Sullivan
TKT-1201,ticket_escalated,2024-02-14 12:33:42.885363,Team D,Account,Alex Harris
TKT-1323,ticket_escalated,2024-02-14 13:16:11.474160,Team A,Account,Elizabeth Brewer
TKT-1323,ticket_resolved,2024-02-14 13:47:46.433094,Team A,Account,Elizabeth Brewer
TKT-1323,escalation_reviewed,2024-02-14 13:53:08.163535,Team A,Account,Elizabeth Brewer
TKT-1150,resolution_confirmed,2024-02-14 14:34:00.560055,Team A,Shipping,Amanda Joseph
TKT-1220,ticket_opened,2024-02-14 14:35:12.374558,Team A,Shipping,Haley Brown
TKT-1215,ticket_resolved,2024-02-14 15:04:09.450598,Team C,Technical,Haley Brown
TKT-1220,first_response,2024-02-14 15:20:09.376792,Team A,Shipping,Haley Brown
TKT-1189,ticket_resolved,2024-02-14 15:38:03.340744,Team C,Billing,Michael Sullivan
TKT-1113,ticket_opened,2024-02-14 16:49:05.357378,Team D,Returns,Melissa Harris
TKT-1150,survey_sent,2024-02-14 17:05:08.257733,Team A,Shipping,Amanda Joseph
TKT-1201,escalation_reviewed,2024-02-14 18:11:05.735783,Team D,Account,Alex Harris
TKT-1323,resolution_confirmed,2024-02-14 18:23:20.793966,Team A,Account,Elizabeth Brewer
TKT-1113,first_response,2024-02-14 18:56:11.693327,Team D,Returns,Melissa Harris
TKT-1189,survey_sent,2024-02-14 19:06:52.638822,Team C,Billing,Michael Sullivan
TKT-1323,survey_sent,2024-02-14 20:08:39.108287,Team A,Account,Elizabeth Brewer
TKT-1113,ticket_escalated,2024-02-14 20:13:44.942361,Team D,Returns,Melissa Harris
TKT-1189,resolution_confirmed,2024-02-14 22:49:01.062830,Team C,Billing,Michael Sullivan
TKT-1207,ticket_resolved,2024-02-15 01:00:11.165540,Team C,Account,Alex Harris
TKT-1113,escalation_reviewed,2024-02-15 01:17:28.439713,Team D,Returns,Melissa Harris
TKT-1113,ticket_resolved,2024-02-15 02:50:23.904866,Team D,Returns,Melissa Harris
TKT-1207,resolution_confirmed,2024-02-15 04:51:22.744975,Team C,Account,Alex Harris
TKT-1216,survey_sent,2024-02-15 05:38:45.616468,Team B,Returns,Tracy Ortega
TKT-1220,ticket_resolved,2024-02-15 06:53:06.765541,Team A,Shipping,Haley Brown
TKT-1113,resolution_confirmed,2024-02-15 07:11:56.751645,Team D,Returns,Melissa Harris
TKT-1215,resolution_confirmed,2024-02-15 08:54:22.738242,Team C,Technical,Haley Brown
TKT-1220,resolution_confirmed,2024-02-15 11:35:12.196847,Team A,Shipping,Haley Brown
TKT-1227,ticket_opened,2024-02-15 11:39:15.723799,Team C,Shipping,John Garcia
TKT-1215,survey_sent,2024-02-15 13:21:17.960099,Team C,Technical,Haley Brown
TKT-1227,first_response,2024-02-15 14:09:31.560461,Team C,Shipping,John Garcia
TKT-1434,survey_sent,2024-02-15 15:58:23.279526,Team A,Billing,John Garcia
TKT-1227,ticket_escalated,2024-02-15 16:52:57.728386,Team C,Shipping,John Garcia
TKT-1227,escalation_reviewed,2024-02-15 17:30:03.420846,Team C,Shipping,John Garcia
TKT-1113,survey_sent,2024-02-15 20:43:52.210545,Team D,Returns,Melissa Harris
TKT-1044,survey_sent,2024-02-16 00:56:05.412406,Team D,Shipping,Alex Harris
TKT-1201,ticket_resolved,2024-02-16 08:21:57.765632,Team D,Account,Alex Harris
TKT-1220,survey_sent,2024-02-16 09:05:41.244751,Team A,Shipping,Haley Brown
TKT-1207,survey_sent,2024-02-16 20:00:17.350243,Team C,Account,Alex Harris
TKT-1201,resolution_confirmed,2024-02-16 20:54:41.060024,Team D,Account,Alex Harris
TKT-1227,ticket_resolved,2024-02-17 10:31:01.833630,Team C,Shipping,John Garcia
TKT-1227,resolution_confirmed,2024-02-17 11:09:31.702423,Team C,Shipping,John Garcia
TKT-1093,ticket_opened,2024-02-17 13:45:11.100192,Team D,Technical,Deborah Mendez
TKT-1093,first_response,2024-02-17 15:00:33.208275,Team D,Technical,Deborah Mendez
TKT-1227,survey_sent,2024-02-17 18:11:03.785943,Team C,Shipping,John Garcia
TKT-1233,ticket_opened,2024-02-18 12:16:01.241996,Team D,Account,Alex Harris
TKT-1308,ticket_opened,2024-02-18 16:27:25.494906,Team C,Technical,Robert Moore
TKT-1308,first_response,2024-02-18 17:20:39.434511,Team C,Technical,Robert Moore
TKT-1233,first_response,2024-02-18 19:01:59.159460,Team D,Account,Alex Harris
TKT-1412,ticket_opened,2024-02-18 21:47:58.520169,Team D,Billing,Tracy Ortega
TKT-1201,survey_sent,2024-02-18 23:00:15.971914,Team D,Account,Alex Harris
TKT-1407,ticket_opened,2024-02-19 00:10:39.231727,Team A,Shipping,Deborah Mendez
TKT-1407,first_response,2024-02-19 00:38:07.535826,Team A,Shipping,Deborah Mendez
TKT-1407,ticket_reassigned,2024-02-19 04:00:55.210489,Team A,Shipping,Deborah Mendez
TKT-1407,first_response,2024-02-19 06:19:00.093903,Team A,Shipping,Deborah Mendez
TKT-1412,first_response,2024-02-19 06:19:47.257441,Team D,Billing,Tracy Ortega
TKT-1093,ticket_resolved,2024-02-19 06:24:56.608475,Team D,Technical,Deborah Mendez
TKT-1412,ticket_escalated,2024-02-19 06:54:08.844467,Team D,Billing,Tracy Ortega
TKT-1412,escalation_reviewed,2024-02-19 07:15:44.240469,Team D,Billing,Tracy Ortega
TKT-1093,resolution_confirmed,2024-02-19 12:43:06.374592,Team D,Technical,Deborah Mendez
TKT-1308,ticket_resolved,2024-02-19 17:06:06.085773,Team C,Technical,Robert Moore
TKT-1407,ticket_resolved,2024-02-19 22:14:28.154254,Team A,Shipping,Deborah Mendez
TKT-1093,survey_sent,2024-02-19 22:29:41.432145,Team D,Technical,Deborah Mendez
TKT-1233,ticket_resolved,2024-02-19 23:55:10.232467,Team D,Account,Alex Harris
TKT-1412,ticket_resolved,2024-02-20 04:47:29.597281,Team D,Billing,Tracy Ortega
TKT-1407,resolution_confirmed,2024-02-20 05:36:59.411624,Team A,Shipping,Deborah Mendez
TKT-1407,survey_sent,2024-02-20 06:22:27.561582,Team A,Shipping,Deborah Mendez
TKT-1308,resolution_confirmed,2024-02-20 08:08:06.939104,Team C,Technical,Robert Moore
TKT-1412,resolution_confirmed,2024-02-20 08:13:30.067390,Team D,Billing,Tracy Ortega
TKT-1027,ticket_opened,2024-02-20 12:42:33.561126,Team C,Returns,Michael Sullivan
TKT-1027,first_response,2024-02-20 14:16:01.645655,Team C,Returns,Michael Sullivan
TKT-1027,ticket_escalated,2024-02-20 15:05:07.235847,Team C,Returns,Michael Sullivan
TKT-1027,escalation_reviewed,2024-02-20 16:47:34.465130,Team C,Returns,Michael Sullivan
TKT-1233,survey_sent,2024-02-20 19:23:09.003278,Team D,Account,Alex Harris
TKT-1324,ticket_opened,2024-02-20 21:44:06.301502,Team A,Returns,Elizabeth Brewer
TKT-1324,first_response,2024-02-20 23:11:31.665863,Team A,Returns,Elizabeth Brewer
TKT-1233,resolution_confirmed,2024-02-20 23:54:38.391864,Team D,Account,Alex Harris
TKT-1324,ticket_escalated,2024-02-21 00:05:10.951969,Team A,Returns,Elizabeth Brewer
TKT-1412,survey_sent,2024-02-21 01:33:20.719626,Team D,Billing,Tracy Ortega
TKT-1324,escalation_reviewed,2024-02-21 05:59:20.120166,Team A,Returns,Elizabeth Brewer
TKT-1015,ticket_opened,2024-02-21 08:42:46.939265,Team C,Shipping,Robert Moore
TKT-1015,first_response,2024-02-21 09:27:58.062121,Team C,Shipping,Robert Moore
TKT-1015,ticket_escalated,2024-02-21 12:23:16.446406,Team C,Shipping,Robert Moore
TKT-1047,ticket_opened,2024-02-21 12:36:07.659079,Team D,Billing,Julie Pineda DVM
TKT-1455,ticket_opened,2024-02-21 12:36:37.746160,Team A,Account,Jonathon Stevens
TKT-1153,ticket_opened,2024-02-21 12:46:29.127101,Team D,Shipping,Andrea Munoz
TKT-1015,escalation_reviewed,2024-02-21 13:28:41.895630,Team C,Shipping,Robert Moore
TKT-1153,first_response,2024-02-21 13:34:29.535918,Team D,Shipping,Andrea Munoz
TKT-1015,ticket_resolved,2024-02-21 14:05:44.631314,Team C,Shipping,Robert Moore
TKT-1455,first_response,2024-02-21 14:43:16.448304,Team A,Account,Jonathon Stevens
TKT-1015,resolution_confirmed,2024-02-21 18:06:56.460964,Team C,Shipping,Robert Moore
TKT-1455,ticket_reassigned,2024-02-21 18:25:18.050957,Team A,Account,Melissa Lawrence
TKT-1015,survey_sent,2024-02-21 18:33:33.303367,Team C,Shipping,Robert Moore
TKT-1047,first_response,2024-02-21 20:41:32.942711,Team D,Billing,Julie Pineda DVM
TKT-1455,first_response,2024-02-21 20:44:27.227849,Team A,Account,Melissa Lawrence
TKT-1027,ticket_resolved,2024-02-22 09:47:46.244028,Team C,Returns,Michael Sullivan
TKT-1047,ticket_resolved,2024-02-22 10:18:23.364177,Team D,Billing,Julie Pineda DVM
TKT-1027,survey_sent,2024-02-22 10:48:18.394452,Team C,Returns,Michael Sullivan
TKT-1047,resolution_confirmed,2024-02-22 11:36:18.360123,Team D,Billing,Julie Pineda DVM
TKT-1308,survey_sent,2024-02-22 12:05:07.439056,Team C,Technical,Robert Moore
TKT-1027,resolution_confirmed,2024-02-22 12:24:10.180867,Team C,Returns,Michael Sullivan
TKT-1295,ticket_opened,2024-02-22 12:32:00.880490,Team B,Billing,Brett Wright
TKT-1030,ticket_opened,2024-02-22 13:29:26.958437,Team D,Returns,Melanie Colon
TKT-1295,first_response,2024-02-22 13:53:00.603292,Team B,Billing,Brett Wright
TKT-1030,first_response,2024-02-22 15:47:15.213392,Team D,Returns,Melanie Colon
TKT-1030,ticket_escalated,2024-02-22 18:01:42.401646,Team D,Returns,Melanie Colon
TKT-1030,ticket_resolved,2024-02-22 18:02:33.435276,Team D,Returns,Melanie Colon
TKT-1030,escalation_reviewed,2024-02-22 18:39:23.834819,Team D,Returns,Melanie Colon
TKT-1324,ticket_resolved,2024-02-22 23:03:10.411717,Team A,Returns,Elizabeth Brewer
TKT-1455,ticket_resolved,2024-02-22 23:25:15.827427,Team A,Account,Jonathon Stevens
TKT-1030,resolution_confirmed,2024-02-22 23:55:58.599228,Team D,Returns,Melanie Colon
TKT-1324,resolution_confirmed,2024-02-22 23:58:16.745034,Team A,Returns,Elizabeth Brewer
TKT-1455,resolution_confirmed,2024-02-23 02:01:03.754046,Team A,Account,Jonathon Stevens
TKT-1455,survey_sent,2024-02-23 04:51:35.110672,Team A,Account,Jonathon Stevens
TKT-1153,ticket_resolved,2024-02-23 09:45:08.074851,Team D,Shipping,Andrea Munoz
TKT-1319,ticket_opened,2024-02-23 09:51:10.026980,Team C,Account,Robert Moore
TKT-1319,first_response,2024-02-23 10:42:49.634302,Team C,Account,Robert Moore
TKT-1319,ticket_escalated,2024-02-23 11:33:19.250598,Team C,Account,Robert Moore
TKT-1153,resolution_confirmed,2024-02-23 14:44:41.673323,Team D,Shipping,Andrea Munoz
TKT-1324,survey_sent,2024-02-23 15:28:55.600407,Team A,Returns,Elizabeth Brewer
TKT-1319,escalation_reviewed,2024-02-23 16:33:35.042248,Team C,Account,Robert Moore
TKT-1295,ticket_resolved,2024-02-24 00:23:45.016285,Team B,Billing,Brett Wright
TKT-1285,ticket_opened,2024-02-24 01:41:01.444854,Team D,Account,Haley Brown
TKT-1285,first_response,2024-02-24 02:11:12.143265,Team D,Account,Haley Brown
TKT-1285,ticket_escalated,2024-02-24 05:07:06.210240,Team D,Account,Haley Brown
TKT-1285,escalation_reviewed,2024-02-24 09:51:01.885851,Team D,Account,Haley Brown
TKT-1047,survey_sent,2024-02-24 10:25:06.882178,Team D,Billing,Julie Pineda DVM
TKT-1153,survey_sent,2024-02-24 12:20:31.054563,Team D,Shipping,Andrea Munoz
TKT-1352,ticket_opened,2024-02-24 14:11:53.438425,Team B,Technical,Melanie Colon
TKT-1030,survey_sent,2024-02-24 15:01:28.171291,Team D,Returns,Melanie Colon
TKT-1352,first_response,2024-02-24 17:39:05.281808,Team B,Technical,Melanie Colon
TKT-1285,ticket_resolved,2024-02-24 20:03:29.495963,Team D,Account,Haley Brown
TKT-1319,ticket_resolved,2024-02-24 20:56:07.896522,Team C,Account,Robert Moore
TKT-1319,resolution_confirmed,2024-02-24 23:40:48.118346,Team C,Account,Robert Moore
TKT-1295,resolution_confirmed,2024-02-24 23:50:48.036312,Team B,Billing,Brett Wright
TKT-1285,resolution_confirmed,2024-02-25 02:46:06.228940,Team D,Account,Haley Brown
TKT-1295,survey_sent,2024-02-25 05:40:37.204738,Team B,Billing,Brett Wright
TKT-1049,ticket_opened,2024-02-25 08:39:33.599351,Team D,Account,Haley Brown
TKT-1352,ticket_resolved,2024-02-25 10:35:47.997607,Team B,Technical,Melanie Colon
TKT-1352,resolution_confirmed,2024-02-25 12:49:26.950397,Team B,Technical,Melanie Colon
TKT-1080,ticket_opened,2024-02-25 16:55:04.397650,Team D,Account,Melissa Harris
TKT-1080,first_response,2024-02-25 17:20:06.316786,Team D,Account,Melissa Harris
TKT-1080,ticket_escalated,2024-02-25 18:36:58.356878,Team D,Account,Melissa Harris
TKT-1080,ticket_reassigned,2024-02-25 20:15:49.844091,Team D,Account,Tracy Ortega
TKT-1049,first_response,2024-02-25 20:21:36.536342,Team D,Account,Haley Brown
TKT-1080,first_response,2024-02-25 21:55:56.361162,Team D,Account,Tracy Ortega
TKT-1049,ticket_reassigned,2024-02-25 22:19:10.594901,Team D,Account,Robert Moore
TKT-1049,ticket_escalated,2024-02-25 22:46:01.170281,Team D,Account,Haley Brown
TKT-1049,escalation_reviewed,2024-02-25 23:25:37.895660,Team D,Account,Haley Brown
TKT-1080,escalation_reviewed,2024-02-25 23:54:25.125308,Team D,Account,Melissa Harris
TKT-1080,ticket_resolved,2024-02-26 00:37:11.324707,Team D,Account,Melissa Harris
TKT-1312,ticket_opened,2024-02-26 01:21:12.558142,Team A,Billing,Andrea Munoz
TKT-1049,first_response,2024-02-26 01:50:13.206810,Team D,Account,Robert Moore
TKT-1312,first_response,2024-02-26 02:38:00.033570,Team A,Billing,Andrea Munoz
TKT-1312,ticket_escalated,2024-02-26 03:48:07.285088,Team A,Billing,Andrea Munoz
TKT-1312,escalation_reviewed,2024-02-26 04:28:20.849494,Team A,Billing,Andrea Munoz
TKT-1454,ticket_opened,2024-02-26 05:37:33.870965,Team B,Technical,Michael Sullivan
TKT-1080,resolution_confirmed,2024-02-26 12:37:31.002170,Team D,Account,Melissa Harris
TKT-1352,survey_sent,2024-02-26 13:33:45.003345,Team B,Technical,Melanie Colon
TKT-1454,first_response,2024-02-26 15:17:09.635038,Team B,Technical,Michael Sullivan
TKT-1454,ticket_reassigned,2024-02-26 16:57:54.456112,Team B,Technical,Robert Moore
TKT-1049,ticket_resolved,2024-02-26 19:04:59.949827,Team D,Account,Haley Brown
TKT-1049,resolution_confirmed,2024-02-26 21:37:19.683911,Team D,Account,Haley Brown
TKT-1454,first_response,2024-02-26 23:27:39.735754,Team B,Technical,Robert Moore
TKT-1128,ticket_opened,2024-02-27 00:12:49.087735,Team C,Returns,Elizabeth Brewer
TKT-1128,first_response,2024-02-27 01:22:13.462567,Team C,Returns,Elizabeth Brewer
TKT-1128,ticket_escalated,2024-02-27 04:13:26.832484,Team C,Returns,Elizabeth Brewer
TKT-1128,escalation_reviewed,2024-02-27 05:40:09.984906,Team C,Returns,Elizabeth Brewer
TKT-1285,survey_sent,2024-02-27 14:30:49.689911,Team D,Account,Haley Brown
TKT-1196,ticket_opened,2024-02-27 15:02:10.535263,Team B,Returns,Julie Pineda DVM
TKT-1196,first_response,2024-02-27 15:19:34.305718,Team B,Returns,Julie Pineda DVM
TKT-1025,ticket_opened,2024-02-27 16:38:12.798262,Team C,Billing,Tracy Ortega
TKT-1196,ticket_escalated,2024-02-27 16:44:10.094185,Team B,Returns,Julie Pineda DVM
TKT-1196,escalation_reviewed,2024-02-27 17:15:48.696195,Team B,Returns,Julie Pineda DVM
TKT-1196,ticket_resolved,2024-02-27 18:57:10.513568,Team B,Returns,Julie Pineda DVM
TKT-1025,first_response,2024-02-27 19:15:16.775472,Team C,Billing,Tracy Ortega
TKT-1319,survey_sent,2024-02-27 19:30:43.880545,Team C,Account,Robert Moore
TKT-1312,ticket_resolved,2024-02-27 20:19:20.787262,Team A,Billing,Andrea Munoz
TKT-1134,ticket_opened,2024-02-27 21:33:30.951935,Team C,Shipping,Robert Moore
TKT-1248,ticket_opened,2024-02-27 22:03:13.997673,Team C,Account,Alex Harris
TKT-1196,resolution_confirmed,2024-02-28 00:27:03.837769,Team B,Returns,Julie Pineda DVM
TKT-1134,first_response,2024-02-28 00:51:32.109805,Team C,Shipping,Robert Moore
TKT-1196,survey_sent,2024-02-28 00:53:32.126422,Team B,Returns,Julie Pineda DVM
TKT-1312,resolution_confirmed,2024-02-28 00:55:51.165555,Team A,Billing,Andrea Munoz
TKT-1248,first_response,2024-02-28 03:51:50.946515,Team C,Account,Alex Harris
TKT-1080,survey_sent,2024-02-28 03:59:06.721443,Team D,Account,Melissa Harris
TKT-1449,ticket_opened,2024-02-28 04:16:10.361776,Team D,Billing,Tracy Ortega
TKT-1248,ticket_escalated,2024-02-28 05:05:26.051110,Team C,Account,Alex Harris
TKT-1449,first_response,2024-02-28 05:16:10.976754,Team D,Billing,Tracy Ortega
TKT-1339,ticket_opened,2024-02-28 05:18:00.618797,Team A,Technical,Melissa Harris
TKT-1248,escalation_reviewed,2024-02-28 05:49:30.956767,Team C,Account,Alex Harris
TKT-1339,first_response,2024-02-28 06:01:52.363885,Team A,Technical,Melissa Harris
TKT-1312,survey_sent,2024-02-28 06:25:48.720883,Team A,Billing,Andrea Munoz
TKT-1454,ticket_resolved,2024-02-28 09:00:03.462248,Team B,Technical,Michael Sullivan
TKT-1449,ticket_reassigned,2024-02-28 09:13:15.273079,Team D,Billing,Melanie Colon
TKT-1449,first_response,2024-02-28 09:32:20.827871,Team D,Billing,Melanie Colon
TKT-1248,ticket_resolved,2024-02-28 10:14:02.693202,Team C,Account,Alex Harris
TKT-1248,resolution_confirmed,2024-02-28 11:03:19.098197,Team C,Account,Alex Harris
TKT-1128,ticket_resolved,2024-02-28 11:07:17.191922,Team C,Returns,Elizabeth Brewer
TKT-1134,ticket_resolved,2024-02-28 11:43:41.677359,Team C,Shipping,Robert Moore
TKT-1129,ticket_opened,2024-02-28 12:36:57.095246,Team C,Account,Tracy Ortega
TKT-1129,first_response,2024-02-28 14:05:59.517215,Team C,Account,Tracy Ortega
TKT-1128,resolution_confirmed,2024-02-28 14:58:48.238187,Team C,Returns,Elizabeth Brewer
TKT-1449,ticket_resolved,2024-02-28 15:30:29.222742,Team D,Billing,Tracy Ortega
TKT-1454,resolution_confirmed,2024-02-28 15:48:38.990347,Team B,Technical,Michael Sullivan
TKT-1449,resolution_confirmed,2024-02-28 18:17:48.511065,Team D,Billing,Tracy Ortega
TKT-1134,survey_sent,2024-02-28 18:23:17.055873,Team C,Shipping,Robert Moore
TKT-1273,ticket_opened,2024-02-28 19:00:50.079010,Team D,Billing,Robert Moore
TKT-1025,ticket_resolved,2024-02-28 20:46:48.434153,Team C,Billing,Tracy Ortega
TKT-1273,first_response,2024-02-28 21:16:24.766509,Team D,Billing,Robert Moore
TKT-1134,resolution_confirmed,2024-02-28 22:44:48.857209,Team C,Shipping,Robert Moore
TKT-1025,resolution_confirmed,2024-02-29 01:18:58.452849,Team C,Billing,Tracy Ortega
TKT-1248,survey_sent,2024-02-29 01:49:40.411379,Team C,Account,Alex Harris
TKT-1049,survey_sent,2024-02-29 05:18:36.876243,Team D,Account,Haley Brown
TKT-1368,ticket_opened,2024-02-29 08:01:10.973413,Team C,Returns,Robert Moore
TKT-1128,survey_sent,2024-02-29 08:40:48.434751,Team C,Returns,Elizabeth Brewer
TKT-1368,first_response,2024-02-29 10:29:51.245027,Team C,Returns,Robert Moore
TKT-1349,ticket_opened,2024-02-29 14:20:07.603551,Team B,Returns,Andrea Munoz
TKT-1339,ticket_resolved,2024-02-29 18:18:56.534184,Team A,Technical,Melissa Harris
TKT-1339,resolution_confirmed,2024-02-29 20:39:12.995194,Team A,Technical,Melissa Harris
TKT-1349,first_response,2024-02-29 22:49:57.565320,Team B,Returns,Andrea Munoz
TKT-1349,ticket_reassigned,2024-03-01 03:11:26.689462,Team B,Returns,John Garcia
TKT-1368,ticket_resolved,2024-03-01 04:45:46.666521,Team C,Returns,Robert Moore
TKT-1339,survey_sent,2024-03-01 04:52:28.230187,Team A,Technical,Melissa Harris
TKT-1349,first_response,2024-03-01 05:23:33.382877,Team B,Returns,John Garcia
TKT-1459,ticket_opened,2024-03-01 06:33:16.276668,Team D,Returns,Michael Hopkins
TKT-1368,resolution_confirmed,2024-03-01 07:13:34.259243,Team C,Returns,Robert Moore
TKT-1273,ticket_resolved,2024-03-01 07:30:50.830906,Team D,Billing,Robert Moore
TKT-1108,ticket_opened,2024-03-01 09:17:55.181998,Team C,Returns,Melissa Harris
TKT-1082,ticket_opened,2024-03-01 10:13:41.993666,Team A,Billing,Desiree Warner
TKT-1084,ticket_opened,2024-03-01 10:49:10.670734,Team B,Account,Brett Wright
TKT-1082,first_response,2024-03-01 11:57:09.649417,Team A,Billing,Desiree Warner
TKT-1129,ticket_resolved,2024-03-01 12:00:42.744993,Team C,Account,Tracy Ortega
TKT-1231,ticket_opened,2024-03-01 12:01:42.489787,Team C,Billing,Michael Sullivan
TKT-1108,first_response,2024-03-01 12:07:15.472595,Team C,Returns,Melissa Harris
TKT-1103,ticket_opened,2024-03-01 12:23:43.520357,Team D,Billing,Jonathon Stevens
TKT-1231,first_response,2024-03-01 12:48:28.506433,Team C,Billing,Michael Sullivan
TKT-1082,ticket_escalated,2024-03-01 13:13:54.385744,Team A,Billing,Desiree Warner
TKT-1108,ticket_escalated,2024-03-01 14:17:56.127595,Team C,Returns,Melissa Harris
TKT-1459,first_response,2024-03-01 14:31:23.417174,Team D,Returns,Michael Hopkins
TKT-1129,resolution_confirmed,2024-03-01 14:32:42.151823,Team C,Account,Tracy Ortega
TKT-1082,escalation_reviewed,2024-03-01 14:56:27.439170,Team A,Billing,Desiree Warner
TKT-1108,escalation_reviewed,2024-03-01 15:20:39.147584,Team C,Returns,Melissa Harris
TKT-1165,ticket_opened,2024-03-01 16:12:44.457603,Team D,Returns,Deborah Mendez
TKT-1403,ticket_opened,2024-03-01 16:41:41.816585,Team A,Shipping,Michael Sullivan
TKT-1459,ticket_escalated,2024-03-01 16:53:21.318822,Team D,Returns,Michael Hopkins
TKT-1165,first_response,2024-03-01 16:54:09.685053,Team D,Returns,Deborah Mendez
TKT-1103,first_response,2024-03-01 17:01:02.060597,Team D,Billing,Jonathon Stevens
TKT-1084,first_response,2024-03-01 17:14:09.697343,Team B,Account,Brett Wright
TKT-1165,ticket_escalated,2024-03-01 18:23:30.912859,Team D,Returns,Deborah Mendez
TKT-1459,escalation_reviewed,2024-03-01 18:26:51.519559,Team D,Returns,Michael Hopkins
TKT-1454,survey_sent,2024-03-01 18:42:39.636436,Team B,Technical,Michael Sullivan
TKT-1403,first_response,2024-03-01 18:44:49.179604,Team A,Shipping,Michael Sullivan
TKT-1165,escalation_reviewed,2024-03-01 19:13:50.698814,Team D,Returns,Deborah Mendez
TKT-1084,ticket_reassigned,2024-03-01 21:13:26.700720,Team B,Account,Andrea Munoz
TKT-1108,ticket_resolved,2024-03-01 21:28:49.274518,Team C,Returns,Melissa Harris
TKT-1449,survey_sent,2024-03-01 21:48:00.181825,Team D,Billing,Tracy Ortega
TKT-1084,first_response,2024-03-02 04:11:09.127660,Team B,Account,Andrea Munoz
TKT-1084,ticket_resolved,2024-03-02 05:49:16.031925,Team B,Account,Brett Wright
TKT-1273,resolution_confirmed,2024-03-02 06:23:55.895365,Team D,Billing,Robert Moore
TKT-1025,survey_sent,2024-03-02 07:05:34.904178,Team C,Billing,Tracy Ortega
TKT-1108,survey_sent,2024-03-02 08:07:12.562253,Team C,Returns,Melissa Harris
TKT-1167,ticket_opened,2024-03-02 08:23:21.484674,Team D,Account,Jonathon Stevens
TKT-1403,ticket_resolved,2024-03-02 10:29:42.108765,Team A,Shipping,Michael Sullivan
TKT-1084,resolution_confirmed,2024-03-02 10:59:50.845853,Team B,Account,Brett Wright
TKT-1403,resolution_confirmed,2024-03-02 11:44:32.662787,Team A,Shipping,Michael Sullivan
TKT-1165,ticket_resolved,2024-03-02 15:09:10.600850,Team D,Returns,Deborah Mendez
TKT-1167,first_response,2024-03-02 17:07:05.448407,Team D,Account,Jonathon Stevens
TKT-1349,ticket_resolved,2024-03-02 17:19:07.407978,Team B,Returns,Andrea Munoz
TKT-1108,resolution_confirmed,2024-03-02 19:08:05.022014,Team C,Returns,Melissa Harris
TKT-1358,ticket_opened,2024-03-02 20:11:48.492642,Team B,Technical,John Garcia
TKT-1358,first_response,2024-03-02 20:36:48.825378,Team B,Technical,John Garcia
TKT-1349,resolution_confirmed,2024-03-02 20:41:50.952413,Team B,Returns,Andrea Munoz
TKT-1165,resolution_confirmed,2024-03-02 21:25:03.688902,Team D,Returns,Deborah Mendez
TKT-1403,survey_sent,2024-03-02 22:11:53.189299,Team A,Shipping,Michael Sullivan
TKT-1103,ticket_resolved,2024-03-03 04:43:57.093749,Team D,Billing,Jonathon Stevens
TKT-1165,survey_sent,2024-03-03 05:13:46.520040,Team D,Returns,Deborah Mendez
TKT-1231,ticket_resolved,2024-03-03 06:14:06.119073,Team C,Billing,Michael Sullivan
TKT-1082,ticket_resolved,2024-03-03 06:35:11.115173,Team A,Billing,Desiree Warner
TKT-1459,ticket_resolved,2024-03-03 08:05:30.210449,Team D,Returns,Michael Hopkins
TKT-1493,ticket_opened,2024-03-03 08:17:26.612903,Team C,Returns,Melanie Colon
TKT-1493,first_response,2024-03-03 09:53:47.121163,Team C,Returns,Melanie Colon
TKT-1103,resolution_confirmed,2024-03-03 10:37:58.928377,Team D,Billing,Jonathon Stevens
TKT-1231,resolution_confirmed,2024-03-03 11:28:44.039274,Team C,Billing,Michael Sullivan
TKT-1452,ticket_opened,2024-03-03 11:36:17.186870,Team D,Returns,Robert Moore
TKT-1082,resolution_confirmed,2024-03-03 12:22:02.899327,Team A,Billing,Desiree Warner
TKT-1459,resolution_confirmed,2024-03-03 13:01:45.183156,Team D,Returns,Michael Hopkins
TKT-1103,survey_sent,2024-03-03 13:02:52.567532,Team D,Billing,Jonathon Stevens
TKT-1452,first_response,2024-03-03 13:40:55.575182,Team D,Returns,Robert Moore
TKT-1452,ticket_escalated,2024-03-03 14:19:17.209314,Team D,Returns,Robert Moore
TKT-1418,ticket_opened,2024-03-03 14:44:16.383290,Team A,Returns,Julie Pineda DVM
TKT-1459,survey_sent,2024-03-03 14:57:51.443330,Team D,Returns,Michael Hopkins
TKT-1418,first_response,2024-03-03 18:04:30.609869,Team A,Returns,Julie Pineda DVM
TKT-1053,ticket_opened,2024-03-03 18:48:59.443697,Team C,Returns,Michael Hopkins
TKT-1418,ticket_escalated,2024-03-03 19:18:52.723723,Team A,Returns,Julie Pineda DVM
TKT-1418,escalation_reviewed,2024-03-03 19:42:18.994361,Team A,Returns,Julie Pineda DVM
